"","word","newspaper","article","year","searchTerm","sentiment","arousal","nWords","nWordsSentiment","percWordsSentiment"
"7484","fred","B","10",2013,"ind",2,2,794,49,6.17128463476071
"7492","krav","B","10",2013,"ind",-1,1,794,49,6.17128463476071
"7508","værst","B","10",2013,"ind",-3,3,794,49,6.17128463476071
"7513","nederdrægtige","B","10",2013,"ind",-3,3,794,49,6.17128463476071
"7523","falske","B","10",2013,"ind",-3,3,794,49,6.17128463476071
"7547","problem","B","10",2013,"ind",-2,2,794,49,6.17128463476071
"7555","risikerer","B","10",2013,"ind",-2,2,794,49,6.17128463476071
"7557","skade","B","10",2013,"ind",-2,2,794,49,6.17128463476071
"7560","hjælpe","B","10",2013,"ind",2,2,794,49,6.17128463476071
"7572","dårlige","B","10",2013,"ind",-3,3,794,49,6.17128463476071
"7578","sikre","B","10",2013,"ind",1,1,794,49,6.17128463476071
"7640","foretrækker","B","10",2013,"ind",2,2,794,49,6.17128463476071
"7653","foretrækker","B","10",2013,"ind",2,2,794,49,6.17128463476071
"7656","straf","B","10",2013,"ind",-2,2,794,49,6.17128463476071
"7675","muligheder","B","10",2013,"ind",2,2,794,49,6.17128463476071
"7688","snyde","B","10",2013,"ind",-3,3,794,49,6.17128463476071
"7713","fælde","B","10",2013,"ind",-1,1,794,49,6.17128463476071
"7729","klappe","B","10",2013,"ind",2,2,794,49,6.17128463476071
"7739","fanget","B","10",2013,"ind",-2,2,794,49,6.17128463476071
"7747","frihed","B","10",2013,"ind",2,2,794,49,6.17128463476071
"7760","undgå","B","10",2013,"ind",-1,1,794,49,6.17128463476071
"7776","forsinke","B","10",2013,"ind",-1,1,794,49,6.17128463476071
"7816","fri","B","10",2013,"ind",1,1,794,49,6.17128463476071
"7839","tilskynder","B","10",2013,"ind",2,2,794,49,6.17128463476071
"7845","naivt","B","10",2013,"ind",-2,2,794,49,6.17128463476071
"7847","tro","B","10",2013,"ind",1,1,794,49,6.17128463476071
"7854","alene","B","10",2013,"ind",-1,1,794,49,6.17128463476071
"7856","løse","B","10",2013,"ind",1,1,794,49,6.17128463476071
"7864","dilemma","B","10",2013,"ind",-1,1,794,49,6.17128463476071
"7873","dårligt","B","10",2013,"ind",-3,3,794,49,6.17128463476071
"7903","afsløre","B","10",2013,"ind",-2,2,794,49,6.17128463476071
"7904","snyde","B","10",2013,"ind",-3,3,794,49,6.17128463476071
"7919","problemer","B","10",2013,"ind",-2,2,794,49,6.17128463476071
"7925","hylder","B","10",2013,"ind",2,2,794,49,6.17128463476071
"7978","guld","B","10",2014,"ind",2,2,460,30,6.52173913043478
"7979","værd","B","10",2014,"ind",2,2,460,30,6.52173913043478
"7986","udsatte","B","10",2014,"ind",-2,2,460,30,6.52173913043478
"8006","når","B","10",2014,"ind",0,0,460,30,6.52173913043478
"8014","ballade","B","10",2014,"ind",-2,2,460,30,6.52173913043478
"8027","sikre","B","10",2014,"ind",1,1,460,30,6.52173913043478
"8050","forkerte","B","10",2014,"ind",-2,2,460,30,6.52173913043478
"8085","kriminalitet","B","10",2014,"ind",-3,3,460,30,6.52173913043478
"8089","stjæle","B","10",2014,"ind",-2,2,460,30,6.52173913043478
"8158","ballade","B","10",2014,"ind",-2,2,460,30,6.52173913043478
"8176","fantastisk","B","10",2014,"ind",4,4,460,30,6.52173913043478
"8180","fantastisk","B","10",2014,"ind",4,4,460,30,6.52173913043478
"8181","sammenhold","B","10",2014,"ind",2,2,460,30,6.52173913043478
"8214","fantastisk","B","10",2014,"ind",4,4,460,30,6.52173913043478
"8219","bedste","B","10",2014,"ind",3,3,460,30,6.52173913043478
"8233","kriminalitet","B","10",2014,"ind",-3,3,460,30,6.52173913043478
"8239","godt","B","10",2014,"ind",3,3,460,30,6.52173913043478
"8246","ærligt","B","10",2014,"ind",2,2,460,30,6.52173913043478
"8266","lykkes","B","10",2014,"ind",3,3,460,30,6.52173913043478
"8282","kriminelle","B","10",2014,"ind",-3,3,460,30,6.52173913043478
"8309","fantastisk","B","10",2014,"ind",4,4,460,30,6.52173913043478
"8314","bedste","B","10",2014,"ind",3,3,460,30,6.52173913043478
"8328","kriminalitet","B","10",2014,"ind",-3,3,460,30,6.52173913043478
"8334","godt","B","10",2014,"ind",3,3,460,30,6.52173913043478
"8341","ærligt","B","10",2014,"ind",2,2,460,30,6.52173913043478
"8378","fantastisk","B","10",2014,"ind",4,4,460,30,6.52173913043478
"8383","bedste","B","10",2014,"ind",3,3,460,30,6.52173913043478
"8397","kriminalitet","B","10",2014,"ind",-3,3,460,30,6.52173913043478
"8403","godt","B","10",2014,"ind",3,3,460,30,6.52173913043478
"8410","ærligt","B","10",2014,"ind",2,2,460,30,6.52173913043478
"8447","slået","B","10",2015,"ind",-2,2,645,42,6.51162790697674
"8455","fik","B","10",2015,"ind",2,2,645,42,6.51162790697674
"8524","glad","B","10",2015,"ind",3,3,645,42,6.51162790697674
"8525","aktiv","B","10",2015,"ind",1,1,645,42,6.51162790697674
"8527","vellidt","B","10",2015,"ind",3,3,645,42,6.51162790697674
"8532","ødelagt","B","10",2015,"ind",-2,2,645,42,6.51162790697674
"8558","depression","B","10",2015,"ind",-2,2,645,42,6.51162790697674
"8560","angst","B","10",2015,"ind",-3,3,645,42,6.51162790697674
"8566","turde","B","10",2015,"ind",2,2,645,42,6.51162790697674
"8568","alene","B","10",2015,"ind",-1,1,645,42,6.51162790697674
"8583","svært","B","10",2015,"ind",-2,2,645,42,6.51162790697674
"8593","forhåbentlig","B","10",2015,"ind",2,2,645,42,6.51162790697674
"8594","hjælpe","B","10",2015,"ind",2,2,645,42,6.51162790697674
"8608","lide","B","10",2015,"ind",1,1,645,42,6.51162790697674
"8620","fredeligt","B","10",2015,"ind",2,2,645,42,6.51162790697674
"8635","uansvarlige","B","10",2015,"ind",-2,2,645,42,6.51162790697674
"8643","ønsker","B","10",2015,"ind",2,2,645,42,6.51162790697674
"8645","beskytte","B","10",2015,"ind",1,1,645,42,6.51162790697674
"8662","afgørende","B","10",2015,"ind",1,1,645,42,6.51162790697674
"8694","problem","B","10",2015,"ind",-2,2,645,42,6.51162790697674
"8710","problem","B","10",2015,"ind",-2,2,645,42,6.51162790697674
"8714","forhindre","B","10",2015,"ind",-1,1,645,42,6.51162790697674
"8719","værre","B","10",2015,"ind",-3,3,645,42,6.51162790697674
"8746","galt","B","10",2015,"ind",-3,3,645,42,6.51162790697674
"8757","kriminelle","B","10",2015,"ind",-3,3,645,42,6.51162790697674
"8776","udsat","B","10",2015,"ind",-1,1,645,42,6.51162790697674
"8782","alene","B","10",2015,"ind",-1,1,645,42,6.51162790697674
"8790","kriminalitet","B","10",2015,"ind",-3,3,645,42,6.51162790697674
"8797","anmeldt","B","10",2015,"ind",-1,1,645,42,6.51162790697674
"8859","kriminelle","B","10",2015,"ind",-3,3,645,42,6.51162790697674
"8870","kriminalitet","B","10",2015,"ind",-3,3,645,42,6.51162790697674
"8902","grov","B","10",2015,"ind",-1,1,645,42,6.51162790697674
"8904","kriminalitet","B","10",2015,"ind",-3,3,645,42,6.51162790697674
"8909","voldtægter","B","10",2015,"ind",-4,4,645,42,6.51162790697674
"8921","præcis","B","10",2015,"ind",2,2,645,42,6.51162790697674
"8925","kriminalitet","B","10",2015,"ind",-3,3,645,42,6.51162790697674
"8927","faldet","B","10",2015,"ind",-2,2,645,42,6.51162790697674
"8939","fint","B","10",2015,"ind",2,2,645,42,6.51162790697674
"8942","kriminaliteten","B","10",2015,"ind",-3,3,645,42,6.51162790697674
"8953","kriminelle","B","10",2015,"ind",-3,3,645,42,6.51162790697674
"8967","begået","B","10",2015,"ind",1,1,645,42,6.51162790697674
"9046","gal","B","10",2015,"ind",-3,3,645,42,6.51162790697674
"9095","stopper","B","2",2011,"fly",-1,1,266,11,4.13533834586466
"9119","bede","B","2",2011,"fly",1,1,266,11,4.13533834586466
"9127","styrker","B","2",2011,"fly",2,2,266,11,4.13533834586466
"9156","kollapse","B","2",2011,"fly",-2,2,266,11,4.13533834586466
"9175","klart","B","2",2011,"fly",1,1,266,11,4.13533834586466
"9186","hurtig","B","2",2011,"fly",2,2,266,11,4.13533834586466
"9220","oprør","B","2",2011,"fly",-2,2,266,11,4.13533834586466
"9250","kæmper","B","2",2011,"fly",-2,2,266,11,4.13533834586466
"9293","roligt","B","2",2011,"fly",2,2,266,11,4.13533834586466
"9296","godt","B","2",2011,"fly",3,3,266,11,4.13533834586466
"9329","uro","B","2",2011,"fly",-2,2,266,11,4.13533834586466
"9340","omstridte","B","2",2012,"fly",-2,2,248,7,2.82258064516129
"9356","aftalt","B","2",2012,"fly",1,1,248,7,2.82258064516129
"9370","krav","B","2",2012,"fly",-1,1,248,7,2.82258064516129
"9457","ønsker","B","2",2012,"fly",2,2,248,7,2.82258064516129
"9476","solid","B","2",2012,"fly",2,2,248,7,2.82258064516129
"9561","mulighed","B","2",2012,"fly",2,2,248,7,2.82258064516129
"9572","uhyggelig","B","2",2012,"fly",-2,2,248,7,2.82258064516129
"9650","risiko","B","2",2013,"fly",-2,2,263,6,2.28136882129278
"9665","enig","B","2",2013,"fly",1,1,263,6,2.28136882129278
"9729","forbedring","B","2",2013,"fly",2,2,263,6,2.28136882129278
"9747","opgive","B","2",2013,"fly",-2,2,263,6,2.28136882129278
"9800","dom","B","2",2013,"fly",-1,1,263,6,2.28136882129278
"9836","mulighed","B","2",2013,"fly",2,2,263,6,2.28136882129278
"9848","fanget","B","2",2014,"fly",-2,2,492,29,5.89430894308943
"9861","støtter","B","2",2014,"fly",2,2,492,29,5.89430894308943
"9868","konflikt","B","2",2014,"fly",-2,2,492,29,5.89430894308943
"9871","kampe","B","2",2014,"fly",-1,1,492,29,5.89430894308943
"9882","bekymring","B","2",2014,"fly",-2,2,492,29,5.89430894308943
"9913","kampe","B","2",2014,"fly",-1,1,492,29,5.89430894308943
"9935","forlade","B","2",2014,"fly",-1,1,492,29,5.89430894308943
"9939","frygt","B","2",2014,"fly",-2,2,492,29,5.89430894308943
"9943","dræbt","B","2",2014,"fly",-3,3,492,29,5.89430894308943
"9981","brød","B","2",2014,"fly",-1,1,492,29,5.89430894308943
"9985","rod","B","2",2014,"fly",-2,2,492,29,5.89430894308943
"9999","drabet","B","2",2014,"fly",-3,3,492,29,5.89430894308943
"10013","tilhængere","B","2",2014,"fly",1,1,492,29,5.89430894308943
"10028","sårede","B","2",2014,"fly",-2,2,492,29,5.89430894308943
"10034","usikkerhed","B","2",2014,"fly",-2,2,492,29,5.89430894308943
"10039","forværret","B","2",2014,"fly",-2,2,492,29,5.89430894308943
"10079","mistet","B","2",2014,"fly",-2,2,492,29,5.89430894308943
"10089","sårede","B","2",2014,"fly",-2,2,492,29,5.89430894308943
"10127","præcis","B","2",2014,"fly",2,2,492,29,5.89430894308943
"10134","revet","B","2",2014,"fly",-2,2,492,29,5.89430894308943
"10174","stærkt","B","2",2014,"fly",2,2,492,29,5.89430894308943
"10185","beskyttet","B","2",2014,"fly",1,1,492,29,5.89430894308943
"10216","forværret","B","2",2014,"fly",-2,2,492,29,5.89430894308943
"10223","konflikter","B","2",2014,"fly",-2,2,492,29,5.89430894308943
"10240","ramt","B","2",2014,"fly",-2,2,492,29,5.89430894308943
"10248","værste","B","2",2014,"fly",-3,3,492,29,5.89430894308943
"10291","anspændt","B","2",2014,"fly",-2,2,492,29,5.89430894308943
"10298","håber","B","2",2014,"fly",2,2,492,29,5.89430894308943
"10328","risici","B","2",2014,"fly",-2,2,492,29,5.89430894308943
"10338","demonstration","B","2",2015,"fly",-1,1,167,13,7.78443113772455
"10368","inspireret","B","2",2015,"fly",2,2,167,13,7.78443113772455
"10379","mødt","B","2",2015,"fly",1,1,167,13,7.78443113772455
"10390","tolerant","B","2",2015,"fly",2,2,167,13,7.78443113772455
"10421","anti","B","2",2015,"fly",-1,1,167,13,7.78443113772455
"10423","demonstranter","B","2",2015,"fly",-1,1,167,13,7.78443113772455
"10449","demonstranter","B","2",2015,"fly",-1,1,167,13,7.78443113772455
"10450","klagede","B","2",2015,"fly",-2,2,167,13,7.78443113772455
"10463","demonstranterne","B","2",2015,"fly",-1,1,167,13,7.78443113772455
"10475","tilbageholdt","B","2",2015,"fly",-2,2,167,13,7.78443113772455
"10480","tilhængere","B","2",2015,"fly",1,1,167,13,7.78443113772455
"10487","afviste","B","2",2015,"fly",-1,1,167,13,7.78443113772455
"10496","fiasko","B","2",2015,"fly",-3,3,167,13,7.78443113772455
"10502","krisen","B","2",2011,"ind",-3,3,529,33,6.23818525519849
"10529","krisen","B","2",2011,"ind",-3,3,529,33,6.23818525519849
"10537","glemt","B","2",2011,"ind",-1,1,529,33,6.23818525519849
"10596","alene","B","2",2011,"ind",-1,1,529,33,6.23818525519849
"10597","slået","B","2",2011,"ind",-2,2,529,33,6.23818525519849
"10607","berygtede","B","2",2011,"ind",-2,2,529,33,6.23818525519849
"10625","bras","B","2",2011,"ind",-3,3,529,33,6.23818525519849
"10632","forsvandt","B","2",2011,"ind",-1,1,529,33,6.23818525519849
"10666","tydeligt","B","2",2011,"ind",1,1,529,33,6.23818525519849
"10688","imod","B","2",2011,"ind",-1,1,529,33,6.23818525519849
"10692","mistillid","B","2",2011,"ind",-3,3,529,33,6.23818525519849
"10693","kriminalitet","B","2",2011,"ind",-3,3,529,33,6.23818525519849
"10695","konflikter","B","2",2011,"ind",-2,2,529,33,6.23818525519849
"10704","positiv","B","2",2011,"ind",2,2,529,33,6.23818525519849
"10728","racisme","B","2",2011,"ind",-3,3,529,33,6.23818525519849
"10732","stærkere","B","2",2011,"ind",2,2,529,33,6.23818525519849
"10755","underminere","B","2",2011,"ind",-2,2,529,33,6.23818525519849
"10769","umuligt","B","2",2011,"ind",-2,2,529,33,6.23818525519849
"10782","kritiske","B","2",2011,"ind",-1,1,529,33,6.23818525519849
"10839","fremme","B","2",2011,"ind",1,1,529,33,6.23818525519849
"10860","stærk","B","2",2011,"ind",2,2,529,33,6.23818525519849
"10869","aktiv","B","2",2011,"ind",1,1,529,33,6.23818525519849
"10871","stærk","B","2",2011,"ind",2,2,529,33,6.23818525519849
"10895","problem","B","2",2011,"ind",-2,2,529,33,6.23818525519849
"10901","forsømt","B","2",2011,"ind",-2,2,529,33,6.23818525519849
"10915","overvinder","B","2",2011,"ind",2,2,529,33,6.23818525519849
"10920","krise","B","2",2011,"ind",-3,3,529,33,6.23818525519849
"10937","svindlere","B","2",2011,"ind",-4,4,529,33,6.23818525519849
"10940","godt","B","2",2011,"ind",3,3,529,33,6.23818525519849
"10945","hurtigt","B","2",2011,"ind",2,2,529,33,6.23818525519849
"10986","god","B","2",2011,"ind",3,3,529,33,6.23818525519849
"11003","forene","B","2",2011,"ind",2,2,529,33,6.23818525519849
"11010","skepsis","B","2",2011,"ind",-2,2,529,33,6.23818525519849
"11039","angst","B","2",2012,"ind",-3,3,446,13,2.91479820627803
"11064","angste","B","2",2012,"ind",-3,3,446,13,2.91479820627803
"11074","undertrykkende","B","2",2012,"ind",-2,2,446,13,2.91479820627803
"11077","kritikken","B","2",2012,"ind",-2,2,446,13,2.91479820627803
"11103","når","B","2",2012,"ind",0,0,446,13,2.91479820627803
"11198","tilskud","B","2",2012,"ind",1,1,446,13,2.91479820627803
"11206","fare","B","2",2012,"ind",-2,2,446,13,2.91479820627803
"11212","intakt","B","2",2012,"ind",2,2,446,13,2.91479820627803
"11261","når","B","2",2012,"ind",0,0,446,13,2.91479820627803
"11263","frygter","B","2",2012,"ind",-2,2,446,13,2.91479820627803
"11278","problem","B","2",2012,"ind",-2,2,446,13,2.91479820627803
"11285","kritikken","B","2",2012,"ind",-2,2,446,13,2.91479820627803
"11303","intakt","B","2",2012,"ind",2,2,446,13,2.91479820627803
"11519","krænkelse","B","2",2013,"ind",-2,2,564,26,4.60992907801418
"11543","mulighed","B","2",2013,"ind",2,2,564,26,4.60992907801418
"11562","etiske","B","2",2013,"ind",2,2,564,26,4.60992907801418
"11571","dårlig","B","2",2013,"ind",-3,3,564,26,4.60992907801418
"11580","krænker","B","2",2013,"ind",-2,2,564,26,4.60992907801418
"11602","hjælp","B","2",2013,"ind",2,2,564,26,4.60992907801418
"11657","fik","B","2",2013,"ind",2,2,564,26,4.60992907801418
"11685","værd","B","2",2013,"ind",2,2,564,26,4.60992907801418
"11714","positivt","B","2",2013,"ind",2,2,564,26,4.60992907801418
"11765","positive","B","2",2013,"ind",2,2,564,26,4.60992907801418
"11771","negative","B","2",2013,"ind",-2,2,564,26,4.60992907801418
"11837","kæmpe","B","2",2013,"ind",-1,1,564,26,4.60992907801418
"11858","fantastisk","B","2",2013,"ind",4,4,564,26,4.60992907801418
"11859","godt","B","2",2013,"ind",3,3,564,26,4.60992907801418
"11869","mulighed","B","2",2013,"ind",2,2,564,26,4.60992907801418
"11872","fri","B","2",2013,"ind",1,1,564,26,4.60992907801418
"11888","god","B","2",2013,"ind",3,3,564,26,4.60992907801418
"11889","løsning","B","2",2013,"ind",1,1,564,26,4.60992907801418
"11950","bedre","B","2",2013,"ind",2,2,564,26,4.60992907801418
"11956","opsøgende","B","2",2013,"ind",2,2,564,26,4.60992907801418
"11968","risiko","B","2",2013,"ind",-2,2,564,26,4.60992907801418
"11979","når","B","2",2013,"ind",0,0,564,26,4.60992907801418
"11986","bedre","B","2",2013,"ind",2,2,564,26,4.60992907801418
"11989","sikre","B","2",2013,"ind",1,1,564,26,4.60992907801418
"12009","muligheder","B","2",2013,"ind",2,2,564,26,4.60992907801418
"12012","når","B","2",2013,"ind",0,0,564,26,4.60992907801418
"12078","betydning","B","2",2014,"ind",2,2,463,18,3.88768898488121
"12095","spændende","B","2",2014,"ind",3,3,463,18,3.88768898488121
"12096","når","B","2",2014,"ind",0,0,463,18,3.88768898488121
"12098","venter","B","2",2014,"ind",-1,1,463,18,3.88768898488121
"12105","festlig","B","2",2014,"ind",2,2,463,18,3.88768898488121
"12107","når","B","2",2014,"ind",0,0,463,18,3.88768898488121
"12115","glemt","B","2",2014,"ind",-1,1,463,18,3.88768898488121
"12129","helst","B","2",2014,"ind",1,1,463,18,3.88768898488121
"12192","frygter","B","2",2014,"ind",-2,2,463,18,3.88768898488121
"12210","håber","B","2",2014,"ind",2,2,463,18,3.88768898488121
"12355","fejl","B","2",2014,"ind",-2,2,463,18,3.88768898488121
"12369","svært","B","2",2014,"ind",-2,2,463,18,3.88768898488121
"12376","god","B","2",2014,"ind",3,3,463,18,3.88768898488121
"12379","god","B","2",2014,"ind",3,3,463,18,3.88768898488121
"12407","velkendte","B","2",2014,"ind",2,2,463,18,3.88768898488121
"12408","varme","B","2",2014,"ind",2,2,463,18,3.88768898488121
"12416","svage","B","2",2014,"ind",-2,2,463,18,3.88768898488121
"12418","ønsker","B","2",2014,"ind",2,2,463,18,3.88768898488121
"12513","krav","B","2",2015,"ind",-1,1,560,20,3.57142857142857
"12563","sammenbrud","B","2",2015,"ind",-2,2,560,20,3.57142857142857
"12589","utilfredsheden","B","2",2015,"ind",-2,2,560,20,3.57142857142857
"12625","trække","B","2",2015,"ind",-1,1,560,20,3.57142857142857
"12632","racistiske","B","2",2015,"ind",-3,3,560,20,3.57142857142857
"12646","tilhængere","B","2",2015,"ind",1,1,560,20,3.57142857142857
"12669","racisme","B","2",2015,"ind",-3,3,560,20,3.57142857142857
"12676","klart","B","2",2015,"ind",1,1,560,20,3.57142857142857
"12715","trusler","B","2",2015,"ind",-2,2,560,20,3.57142857142857
"12770","comeback","B","2",2015,"ind",2,2,560,20,3.57142857142857
"12774","når","B","2",2015,"ind",0,0,560,20,3.57142857142857
"12877","vanskelig","B","2",2015,"ind",-1,1,560,20,3.57142857142857
"12885","optaget","B","2",2015,"ind",-1,1,560,20,3.57142857142857
"12949","demonstranter","B","2",2015,"ind",-1,1,560,20,3.57142857142857
"12973","anti","B","2",2015,"ind",-1,1,560,20,3.57142857142857
"12984","demonstration","B","2",2015,"ind",-1,1,560,20,3.57142857142857
"13001","demonstranter","B","2",2015,"ind",-1,1,560,20,3.57142857142857
"13019","anti","B","2",2015,"ind",-1,1,560,20,3.57142857142857
"13030","demonstration","B","2",2015,"ind",-1,1,560,20,3.57142857142857
"13047","demonstranter","B","2",2015,"ind",-1,1,560,20,3.57142857142857
"13066","hjælpe","B","3",2011,"fly",2,2,282,18,6.38297872340426
"13072","stopper","B","3",2011,"fly",-1,1,282,18,6.38297872340426
"13083","klar","B","3",2011,"fly",1,1,282,18,6.38297872340426
"13100","flygter","B","3",2011,"fly",-1,1,282,18,6.38297872340426
"13112","klar","B","3",2011,"fly",1,1,282,18,6.38297872340426
"13123","løsning","B","3",2011,"fly",1,1,282,18,6.38297872340426
"13155","angreb","B","3",2011,"fly",-1,1,282,18,6.38297872340426
"13162","klar","B","3",2011,"fly",1,1,282,18,6.38297872340426
"13163","afvisning","B","3",2011,"fly",-2,2,282,18,6.38297872340426
"13181","stoppe","B","3",2011,"fly",-1,1,282,18,6.38297872340426
"13235","løsning","B","3",2011,"fly",1,1,282,18,6.38297872340426
"13244","nødsituation","B","3",2011,"fly",-2,2,282,18,6.38297872340426
"13254","interesse","B","3",2011,"fly",1,1,282,18,6.38297872340426
"13259","konflikt","B","3",2011,"fly",-2,2,282,18,6.38297872340426
